row_id,spell_id,spell_name,type,class,current_category,proposed_category,specs,applications,players,context,confidence,proposal_key,decision,decision_notes
R0045,393108,Guardian of Ancient Kings,correction-add,PALADIN,defensives,defensives,Protection 438/57,438,57,"PALADIN applied Guardian of Ancient Kings 510 times under 212641, 393108, which is not listed (rule evidence).",high,"add|defensives|PALADIN|guardian of ancient kings|212641,393108",Approved,Triggered by Gift of the Golden Val'kyr (378279)
R0046,383648,Earth Shield,correction-add,SHAMAN,healing,healing,Restoration 295/34; Elemental 155/48; Enhancement 40/17,490,97,"SHAMAN applied Earth Shield 490 times under 383648, which is not listed (rule evidence).",high,add|healing|SHAMAN|earth shield|383648,Approved,
R0048,200196,Holy Word: Chastise,correction-add,PRIEST,hardCC,hardCC,Holy 400/38,400,38,"PRIEST applied Holy Word: Chastise 400 times under 200196, which is not listed (rule evidence).",high,add|hardCC|PRIEST|holy word: chastise|200196,Approved,
R0049,381732,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 25/8; Devastation 14/8; Preservation 12/8,51,24,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0050,381741,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 21/8; Devastation 15/6; Preservation 8/5,44,19,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0051,381746,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 43/8; Preservation 13/4; Devastation 7/4,63,16,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0052,381749,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 20/8; Preservation 14/6; Devastation 7/4,41,18,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0053,381750,Blessing of the Bronze,correction-add,EVOKER,support,support,Preservation 17/8; Augmentation 11/3; Devastation 4/3,32,14,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0054,381751,Blessing of the Bronze,correction-add,EVOKER,support,support,Devastation 13/4; Augmentation 10/4; Preservation 1/1,24,9,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0055,381752,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 14/8; Devastation 11/7; Preservation 6/4,31,19,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0056,381756,Blessing of the Bronze,correction-add,EVOKER,support,support,Devastation 16/7; Augmentation 9/4; Preservation 3/2,28,13,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0057,381757,Blessing of the Bronze,correction-add,EVOKER,support,support,Augmentation 39/8; Preservation 20/9; Devastation 7/3,66,20,"EVOKER applied Blessing of the Bronze 380 times under 381732, 381741, 381746, 381749, 381750, 381751, 381752, 381756, 381757, which is not listed (rule evidence).",high,"add|support|EVOKER|blessing of the bronze|381732,381741,381746,381749,381750,381751,381752,381756,381757",Approved,"But make a note of this, we'll create a new category called ""Group buffs"" which will contain buffs such as this, Mark of the Wild, Arcane Intellect, etc"
R0059,370970,The Hunt,correction-add,DEMONHUNTER,softCC,softCC,Havoc 166/41; Devourer 97/11,263,51,"323996 never applied by any DEMONHUNTER player, while 370970 applied The Hunt 263 times (rule evidence).",high,replace|softCC|DEMONHUNTER|the hunt|370970,Approved,
R0060,122470,Touch of Karma,correction-add,MONK,defensives,defensives,Windwalker 238/41,238,41,"MONK applied Touch of Karma 238 times under 122470, which is not listed (rule evidence).",high,add|defensives|MONK|touch of karma|122470,Approved,
R0061,1258508,Intimidation,correction-add,HUNTER,hardCC,hardCC,Marksmanship 201/9,201,9,"HUNTER applied Intimidation 201 times under 1258508, which is not listed (rule evidence).",high,add|hardCC|HUNTER|intimidation|1258508,Approved,
R0064,252071,Incarnation: Avatar of Ashamane,correction-add,DRUID,offensiveCDs,offensiveCDs,Feral 32/3,32,3,"DRUID applied Incarnation: Avatar of Ashamane 32 times under 252071, which is not listed (rule evidence).",high,add|offensiveCDs|DRUID|incarnation: avatar of ashamane|252071,Approved,
R0027,231895,Avenging Wrath,deletion,PALADIN,offensiveCDs,,,0,0,"231895 never applied by any PALADIN player, while 454351 applied Avenging Wrath 2102 times (rule evidence).",high,replace|offensiveCDs|PALADIN|avenging wrath|454351,Approved,
R0041,374348,Renewing Blaze,deletion,EVOKER,defensives,,,0,0,"374348 never applied by any EVOKER player, while 374349 applied Renewing Blaze 566 times (rule evidence).",high,replace|defensives|EVOKER|renewing blaze|374349,Approved,
R0058,323996,The Hunt,deletion,DEMONHUNTER,softCC,,,0,0,"323996 never applied by any DEMONHUNTER player, while 370970 applied The Hunt 263 times (rule evidence).",high,replace|softCC|DEMONHUNTER|the hunt|370970,Approved,
R0226,378990,Lycara's Teachings,addition,DRUID,,offensiveCDs,Restoration 998/50; Feral 348/28; Balance 266/46; Guardian 153/32,1765,156,"100% self-applied, DB2 says it raises a primary stat, recast about 70.94s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|DRUID|lycara's teachings|378990,Rejected,
R0227,207640,Abundance,addition,DRUID,,offensiveCDs,Restoration 1633/61,1633,61,"100% self-applied, DB2 says it raises critical strike, recast about 92.28s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|DRUID|abundance|207640,Rejected,
R0246,154797,Touch of Elune - Night,addition,DRUID,,offensiveCDs,Balance 39/3; Restoration 29/3; Guardian 11/5; Feral 1/1,80,12,"100% self-applied, DB2 says it raises haste, recast about 842.76s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|DRUID|touch of elune - night|154797,Rejected,
R0247,154796,Touch of Elune - Day,addition,DRUID,,offensiveCDs,Restoration 43/10; Balance 17/7; Guardian 9/6; Feral 6/4,75,27,"100% self-applied, DB2 says it raises critical strike, recast about 566.16s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|DRUID|touch of elune - day|154796,Rejected,
R0248,26297,Berserking,addition,DRUID,,offensiveCDs,Balance 42/7; Guardian 18/3; Feral 7/1; Restoration 7/2,74,13,"100% self-applied, DB2 says it raises haste, recast about 243.78s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|DRUID|berserking|26297,Rejected,Racial ability
R0238,1271783,Rising Fury,addition,EVOKER,,offensiveCDs,Devastation 185/22,185,22,"100% self-applied, DB2 says it raises haste, recast about 136.33s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|EVOKER|rising fury|1271783,Rejected,
R0240,431698,Temporal Burst,addition,EVOKER,,offensiveCDs,Preservation 81/10; Augmentation 62/3,143,13,"100% self-applied, DB2 says it raises haste, recast about 109.96s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|EVOKER|temporal burst|431698,Approved,
R0243,431991,Time Convergence,addition,EVOKER,,offensiveCDs,Preservation 124/7,124,7,"100% self-applied, DB2 says it raises a primary stat, recast about 60.71s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|EVOKER|time convergence|431991,Rejected,
R0250,1271799,Risen Fury,addition,EVOKER,,offensiveCDs,Devastation 68/11,68,11,"100% self-applied, DB2 says it raises haste, recast about 137.38s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|EVOKER|risen fury|1271799,Rejected,
R0241,383874,Hyperthermia,addition,MAGE,,offensiveCDs,Fire 131/8,131,8,"100% self-applied, DB2 says it raises critical strike, recast about 65.31s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MAGE|hyperthermia|383874,Rejected,
R0249,1260277,Lesser Time Warp,addition,MAGE,,offensiveCDs,Fire 71/6,71,6,"100% self-applied, DB2 says it raises haste, recast about 72.66s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MAGE|lesser time warp|1260277,Rejected,
R0251,26297,Berserking,addition,MAGE,,offensiveCDs,Arcane 27/5; Frost 24/5,51,9,"100% self-applied, DB2 says it raises haste, recast about 231.38s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MAGE|berserking|26297,Rejected,Racial - troll
R0233,1238904,Heart of the Jade Serpent,addition,MONK,,offensiveCDs,Mistweaver 401/28; Windwalker 94/4,495,32,"100% self-applied, DB2 says it raises haste, recast about 131.39s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MONK|heart of the jade serpent|1238904,Rejected,
R0234,443616,Heart of the Jade Serpent,addition,MONK,,offensiveCDs,Mistweaver 394/30; Windwalker 62/4,456,34,"100% self-applied, DB2 says it raises haste, recast about 155.53s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MONK|heart of the jade serpent|443616,Rejected,
R0237,1252818,Akil'zon's Cry of Victory,addition,MONK,,offensiveCDs,Windwalker 181/12; Brewmaster 20/2,201,14,"100% self-applied, DB2 says it raises a secondary stat, recast about 60.24s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|MONK|akil'zon's cry of victory|1252818,Rejected,
R0235,1252818,Akil'zon's Cry of Victory,addition,PALADIN,,offensiveCDs,Retribution 354/21; Protection 45/3; Holy 7/1,406,25,"100% self-applied, DB2 says it raises a secondary stat, recast about 67.28s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|PALADIN|akil'zon's cry of victory|1252818,Rejected,
R0231,373316,Idol of Y'Shaarj,addition,PRIEST,,offensiveCDs,Shadow 1291/46,1291,46,"100% self-applied, DB2 says it raises haste, recast about 60.07s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|PRIEST|idol of y'shaarj|373316,Approved,
R0239,1304485,Ancient Madness,addition,PRIEST,,offensiveCDs,Shadow 161/17,161,17,"100% self-applied, DB2 says it raises haste, recast about 139.9s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|PRIEST|ancient madness|1304485,Rejected,
R0244,457273,Lingering Darkness,addition,ROGUE,,offensiveCDs,Subtlety 62/5; Assassination 38/6,100,11,"100% self-applied, DB2 says it raises damage done, recast about 107.88s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|ROGUE|lingering darkness|457273,Rejected,
R0253,1214937,Jackpot,addition,ROGUE,,offensiveCDs,Outlaw 47/13,47,13,"100% self-applied, DB2 says it raises critical strike, recast about 230.25s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|ROGUE|jackpot|1214937,Rejected,
R0252,26297,Berserking,addition,SHAMAN,,offensiveCDs,Elemental 39/7; Enhancement 10/2; Restoration 1/1,50,10,"100% self-applied, DB2 says it raises haste, recast about 207.3s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|SHAMAN|berserking|26297,Rejected,Racial - troll
R0225,1276767,Tyrant's Oblation,addition,WARLOCK,,offensiveCDs,Demonology 1900/110,1900,110,"100% self-applied, DB2 says it raises haste, recast about 78.87s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|WARLOCK|tyrant's oblation|1276767,Approved,
R0224,1270731,Violent Euphoria,addition,WARRIOR,,offensiveCDs,Arms 1732/53; Fury 232/13,1964,66,"100% self-applied, DB2 says it raises haste, recast about 61.42s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|WARRIOR|violent euphoria|1270731,Rejected,
R0242,386164,Battle Stance,addition,WARRIOR,,offensiveCDs,Arms 108/29; Protection 18/3,126,32,"100% self-applied, DB2 says it raises critical strike, recast about 103.74s → Offensive cooldowns (rule R3).",high,addition|offensiveCDs|WARRIOR|battle stance|386164,Rejected,
R0222,1243972,Void-touched Drums,addition,DRUID,,raidCDs,Restoration 29/3; Guardian 5/1,34,4,88% of applications land on 5+ players at once (6 bursts) and DB2 says it raises haste for the whole group → Raid cooldowns (rule R2).,high,addition|raidCDs|DRUID|void-touched drums|1243972,Approved,Consumable mini bloodlust - not class specific
R0207,373862,Temporal Anomaly,addition,EVOKER,,raidCDs,Preservation 5209/16,5209,16,49% of applications land on 5+ players at once (448 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|temporal anomaly|373862,Rejected,Move to Healing spells
R0208,355941,Dream Breath,addition,EVOKER,,raidCDs,Preservation 3819/22,3819,22,46% of applications land on 5+ players at once (353 bursts) and DB2 says it heals over time → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|dream breath|355941,Rejected,Move to Healing spells
R0209,1291636,Temporal Barrier,addition,EVOKER,,raidCDs,Preservation 1501/6,1501,6,75% of applications land on 5+ players at once (223 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|temporal barrier|1291636,Rejected,Move to Healing spells
R0211,376788,Dream Breath,addition,EVOKER,,raidCDs,Preservation 1228/22,1228,22,53% of applications land on 5+ players at once (129 bursts) and DB2 says it heals over time → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|dream breath|376788,Rejected,Move to Healing spells
R0213,409895,Verdant Embrace,addition,EVOKER,,raidCDs,Preservation 753/10,753,10,39% of applications land on 5+ players at once (58 bursts) and DB2 says it heals over time → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|verdant embrace|409895,Rejected,Move to Healing spells
R0215,409678,Chrono Ward,addition,EVOKER,,raidCDs,Augmentation 680/12,680,12,37% of applications land on 5+ players at once (14 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|chrono ward|409678,Rejected,Move to Healing spells
R0216,363534,Rewind,addition,EVOKER,,raidCDs,Preservation 516/17,516,17,49% of applications land on 5+ players at once (43 bursts) and DB2 says it heals over time → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|rewind|363534,Rejected,Move to Healing spells
R0218,1263727,Litany of Lightblind Wrath,addition,EVOKER,,raidCDs,Preservation 193/3; Augmentation 81/1,274,4,65% of applications land on 5+ players at once (35 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|litany of lightblind wrath|1263727,Rejected,
R0219,404381,Defy Fate,addition,EVOKER,,raidCDs,Augmentation 208/22,208,22,82% of applications land on 5+ players at once (34 bursts) and DB2 says it heals over time → Raid cooldowns (rule R2).,high,addition|raidCDs|EVOKER|defy fate|404381,Rejected,
R0220,466904,Harrier's Cry,addition,HUNTER,,raidCDs,Marksmanship 127/12,127,12,94% of applications land on 5+ players at once (24 bursts) and DB2 says it raises haste for the whole group → Raid cooldowns (rule R2).,high,addition|raidCDs|HUNTER|harrier's cry|466904,Approved,Bloodlust variant
R0206,443113,Strength of the Black Ox,addition,MONK,,raidCDs,Mistweaver 8601/31,8601,31,86% of applications land on 5+ players at once (1481 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|MONK|strength of the black ox|443113,Rejected,Move to Healing spells
R0210,406220,Chi Cocoon,addition,MONK,,raidCDs,Mistweaver 1319/30,1319,30,88% of applications land on 5+ players at once (232 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|MONK|chi cocoon|406220,Rejected,Move to Healing spells
R0214,1260681,Chi Cocoon,addition,MONK,,raidCDs,Mistweaver 707/7,707,7,44% of applications land on 5+ players at once (62 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|MONK|chi cocoon|1260681,Rejected,Move to Healing spells
R0212,414407,Veneration,addition,PALADIN,,raidCDs,Holy 976/3,976,3,55% of applications land on 5+ players at once (108 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|PALADIN|veneration|414407,Rejected,
R0217,1263727,Litany of Lightblind Wrath,addition,PRIEST,,raidCDs,Holy 402/2; Discipline 28/1,430,3,74% of applications land on 5+ players at once (64 bursts) and DB2 says it absorbs damage → Raid cooldowns (rule R2).,high,addition|raidCDs|PRIEST|litany of lightblind wrath|1263727,Rejected,
R0223,1243972,Void-touched Drums,addition,ROGUE,,raidCDs,Subtlety 15/2; Assassination 10/1,25,3,100% of applications land on 5+ players at once (5 bursts) and DB2 says it raises haste for the whole group → Raid cooldowns (rule R2).,high,addition|raidCDs|ROGUE|void-touched drums|1243972,Approved,Consumable mini bloodlust - not class specific
R0221,1243972,Void-touched Drums,addition,WARLOCK,,raidCDs,Destruction 61/2; Demonology 15/2,76,4,99% of applications land on 5+ players at once (15 bursts) and DB2 says it raises haste for the whole group → Raid cooldowns (rule R2).,high,addition|raidCDs|WARLOCK|void-touched drums|1243972,Approved,Consumable mini bloodlust - not class specific
R0280,1229746,Arcanoweave Insight,addition,DEATHKNIGHT,,support,Blood 1443/23; Unholy 1077/28; Frost 213/6,2733,57,"99% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|arcanoweave insight|1229746,Rejected,
R0309,1287665,Rune of Lingering,addition,DEATHKNIGHT,,support,Blood 243/26; Unholy 236/19; Frost 5/5,484,49,"79% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|rune of lingering|1287665,Rejected,
R0317,454863,Lesser Anti-Magic Shell,addition,DEATHKNIGHT,,support,Frost 188/12; Unholy 60/6; Blood 8/2,256,20,"84% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|lesser anti-magic shell|454863,Approved,
R0321,1266300,Fanatically Inspired,addition,DEATHKNIGHT,,support,Frost 77/1; Blood 68/2; Unholy 57/2,202,5,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|fanatically inspired|1266300,Rejected,
R0333,434107,Vampiric Aura,addition,DEATHKNIGHT,,support,Blood 142/6,142,6,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|vampiric aura|434107,Rejected,
R0359,474754,Symbiotic Relationship,addition,DEATHKNIGHT,,support,Blood 28/7; Frost 1/1,29,8,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|symbiotic relationship|474754,Approved,This is a druid ability applied to others
R0362,434493,Newly Turned,addition,DEATHKNIGHT,,support,Blood 21/10,21,10,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEATHKNIGHT|newly turned|434493,Rejected,
R0278,1229746,Arcanoweave Insight,addition,DEMONHUNTER,,support,Devourer 2120/56; Havoc 602/20; Vengeance 266/8,2988,82,"98% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEMONHUNTER|arcanoweave insight|1229746,Rejected,
R0284,1287665,Rune of Lingering,addition,DEMONHUNTER,,support,Vengeance 1024/14; Devourer 764/19; Havoc 289/11,2077,43,"83% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEMONHUNTER|rune of lingering|1287665,Rejected,
R0331,1266300,Fanatically Inspired,addition,DEMONHUNTER,,support,Devourer 75/2; Havoc 49/2; Vengeance 21/1,145,5,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DEMONHUNTER|fanatically inspired|1266300,Rejected,
R0264,439530,Symbiotic Blooms,addition,DRUID,,support,Restoration 11974/52; Feral 20/1,11994,53,"83% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|symbiotic blooms|439530,Rejected,
R0272,1287665,Rune of Lingering,addition,DRUID,,support,Restoration 3117/18; Guardian 773/27; Feral 151/11; Balance 51/17,4092,73,"78% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|rune of lingering|1287665,Rejected,
R0279,1229746,Arcanoweave Insight,addition,DRUID,,support,Balance 1475/21; Guardian 889/21; Feral 312/8; Restoration 273/7,2949,57,"97% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|arcanoweave insight|1229746,Rejected,
R0289,1263447,Duskwraith's Infusion,addition,DRUID,,support,Restoration 1516/6,1516,6,"76% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|duskwraith's infusion|1263447,Rejected,
R0305,102342,Ironbark,addition,DRUID,,support,Restoration 571/54,571,54,"94% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|ironbark|102342,Rejected,Move to defensive cooldowns
R0306,1223453,Ethereal Guard,addition,DRUID,,support,Restoration 552/4,552,4,"80% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|ethereal guard|1223453,Rejected,
R0319,1242003,Worldsoul Cradle,addition,DRUID,,support,Restoration 225/3,225,3,"72% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|worldsoul cradle|1242003,Rejected,
R0325,1266300,Fanatically Inspired,addition,DRUID,,support,Balance 56/1; Restoration 51/1; Feral 37/1; Guardian 34/2,178,5,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|fanatically inspired|1266300,Rejected,
R0337,1307578,Soulcoil Barrier,addition,DRUID,,support,Restoration 123/3,123,3,"82% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|soulcoil barrier|1307578,Rejected,
R0343,1255367,Tangle of Vibrant Vines,addition,DRUID,,support,Restoration 95/4,95,4,"80% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|tangle of vibrant vines|1255367,Rejected,
R0344,474750,Symbiotic Relationship,addition,DRUID,,support,Restoration 78/31; Guardian 3/3,81,34,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|symbiotic relationship|474750,Approved,This is a druid ability applied to others
R0345,383799,Time To Shine!,addition,DRUID,,support,Restoration 81/4,81,4,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|DRUID|time to shine!|383799,Rejected,
R0283,413984,Shifting Sands,addition,EVOKER,,support,Augmentation 2211/29,2211,29,"98% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|shifting sands|413984,Approved,
R0292,410263,Inferno's Blessing,addition,EVOKER,,support,Augmentation 1134/29,1134,29,"79% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|inferno's blessing|410263,Rejected,
R0294,1229746,Arcanoweave Insight,addition,EVOKER,,support,Augmentation 372/9; Devastation 345/8; Preservation 318/8,1035,25,"98% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|arcanoweave insight|1229746,Rejected,
R0301,1287665,Rune of Lingering,addition,EVOKER,,support,Preservation 672/8; Devastation 51/9; Augmentation 50/4,773,21,"80% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|rune of lingering|1287665,Rejected,
R0304,373267,Lifebind,addition,EVOKER,,support,Preservation 616/22,616,22,"74% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|lifebind|373267,Rejected,Move to healing spells
R0322,357170,Time Dilation,addition,EVOKER,,support,Preservation 190/20,190,20,"92% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|time dilation|357170,Rejected,Move to defensive cooldown
R0334,403295,Black Attunement,addition,EVOKER,,support,Augmentation 130/4,130,4,"100% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|black attunement|403295,Rejected,
R0351,360827,Blistering Scales,addition,EVOKER,,support,Augmentation 57/11,57,11,"79% of applications go to one other player (Blizzard's EXTERNAL_DEFENSIVE tag is not readable offline, so an external defensive is not excluded) → Support (rule R5).",medium,addition|support|EVOKER|blistering scales|360827,Approved,
